label,seed,protocol,wdr_mean_rate,gaba_mean_rate,wdr_peak_rate,wdr_isi_mean,wdr_isi_std,wdr_isi_cv,gaba_isi_mean,gaba_isi_std,gaba_isi_cv,wdr_windup_ratio,wdr_evoked_response,wdr_early_rate,wdr_late_rate,wdr_burst_count,wdr_burst_fraction,ei_ratio,wdr_active_fraction,wdr_total_spikes,gaba_total_spikes
healthy,1399983420,mixed,0.0,106.6,0.0,0.0,0.0,0.0,9.293497474747474,2.907438108288632,0.31284649467961834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3198.0
healthy,581897595,mixed,0.0,158.76666666666668,0.0,0.0,0.0,0.0,6.247644200295796,1.438120518591812,0.23018604652994226,0.04,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4763.0
healthy,69532566,burst,0.0,25.066666666666666,0.0,0.0,0.0,0.0,39.40734072022161,24.815917594528415,0.6297282978497022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0
healthy,677294267,ramp,0.0,70.83333333333333,0.0,0.0,0.0,0.0,13.899856801909309,5.66922142613425,0.4078618583578153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2125.0
healthy,1170167492,constant,0.02,91.33333333333333,2.0,0.0,0.0,0.0,10.843911439114391,3.686302287257867,0.3399421240163616,0.0,0.0,0.1,0.0,0.0,0.0,0.00021897810218978104,0.02,1.0,2740.0
healthy,1469943246,ramp,9.3,15.833333333333334,94.0,49.84220623501199,52.11262101442834,1.04555205218467,53.80898876404494,51.64650165001756,0.9598117867720951,0.04,0.002,0.0,8.0,15.0,0.10967741935483871,0.5873684210526317,0.96,465.0,475.0
healthy,51467744,burst,0.36,1.5666666666666667,8.0,275.55,119.26914591237194,0.43284030452684424,269.04814814814813,168.27185097307265,0.6254339683483559,0.0,0.0,0.6,0.2,0.0,0.0,0.2297872340425532,0.24,18.0,47.0
healthy,973437866,constant,8.28,39.233333333333334,78.0,59.3139037433155,98.00101341422615,1.6522435251999508,24.90104620749782,11.650422488215789,0.46786879519575336,0.0,0.0,0.6,12.5,31.0,0.24879227053140096,0.2110450297366185,0.8,414.0,1177.0
healthy,31294388,mixed,0.0,93.43333333333334,0.0,0.0,0.0,0.0,10.556364947710062,3.4375170803718427,0.32563454346257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0
healthy,335706975,constant,0.0,81.13333333333334,0.0,0.0,0.0,0.0,12.226663893510816,4.342394466459749,0.35515775229287466,0.04,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434.0
